Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,label
1122,20,84.0,10084,7,5,2005,2006,196.0,24.0,0.0,1528.0,1552.0,1552,0,0,1552,0.0,0.0,2,0,3,1,7,0,2005.0,3.0,782.0,144,20,0,0,0,0,0,7,2006,12.26857785088157
1123,20,70.04995836802665,8926,4,3,1956,1956,0.0,0.0,0.0,672.0,672.0,960,0,0,960,0.0,0.0,1,0,3,1,5,0,1956.0,1.0,288.0,64,0,0,0,160,0,0,10,2009,11.626254150277232
1124,20,50.0,9405,5,9,1947,2008,0.0,0.0,0.0,698.0,698.0,698,0,0,698,0.0,1.0,1,0,2,1,4,0,1978.5061638868744,0.0,0.0,0,200,0,0,0,0,0,6,2009,11.678439903447801
1125,80,70.04995836802665,9125,7,5,1992,1992,170.0,0.0,0.0,384.0,384.0,812,670,0,1482,0.0,0.0,2,1,3,1,7,1,1992.0,2.0,392.0,100,25,0,0,0,0,0,7,2007,12.00701176473192
1126,20,60.0,10434,4,5,1955,1955,0.0,0.0,0.0,1005.0,1005.0,1005,0,0,1005,0.0,0.0,1,0,2,1,5,1,1977.0,2.0,672.0,0,0,0,0,0,0,0,11,2009,11.652687407345388
1127,120,53.0,3684,7,5,2007,2007,130.0,0.0,0.0,1373.0,1373.0,1555,0,0,1555,0.0,0.0,2,0,2,1,7,1,2007.0,3.0,660.0,143,20,0,0,0,0,0,6,2009,12.066810578196666
1128,20,182.0,14572,7,5,2004,2004,0.0,1300.0,0.0,230.0,1530.0,1530,0,0,1530,1.0,0.0,2,0,3,1,7,1,2004.0,3.0,630.0,144,36,0,0,0,0,0,11,2007,12.464583340681674
1129,60,59.0,11796,7,5,2004,2005,0.0,0.0,0.0,847.0,847.0,847,1112,0,1959,0.0,0.0,2,1,4,1,8,1,2004.0,2.0,434.0,100,48,0,0,0,0,0,7,2007,12.2783933071098
1130,90,60.0,7200,5,5,1980,1980,180.0,936.0,0.0,0.0,936.0,936,0,0,936,1.0,0.0,1,0,2,1,4,0,1980.0,2.0,672.0,49,0,0,0,0,0,0,8,2007,11.84939770159144
1131,50,65.0,7804,4,3,1928,1950,0.0,622.0,0.0,500.0,1122.0,1328,653,0,1981,1.0,0.0,2,0,4,1,7,2,1981.0,2.0,576.0,431,44,0,0,0,0,0,12,2009,11.813030057420567
1132,20,63.0,10712,5,5,1991,1992,0.0,212.0,0.0,762.0,974.0,974,0,0,974,0.0,0.0,1,0,3,1,5,0,1978.5061638868744,0.0,0.0,0,28,0,0,0,0,0,9,2007,11.44571671527678
1133,70,90.0,9900,6,4,1880,1950,0.0,0.0,0.0,1008.0,1008.0,1178,1032,0,2210,0.0,0.0,2,0,5,1,8,0,1930.0,1.0,205.0,0,48,0,0,0,0,0,5,2007,11.67419361256635
1134,60,80.0,9828,8,5,1995,1995,0.0,584.0,0.0,544.0,1128.0,1142,878,0,2020,0.0,0.0,2,1,3,1,8,1,1995.0,2.0,466.0,0,155,0,0,0,0,0,6,2009,12.386308695833106
1135,60,57.0,8773,6,5,1997,1997,0.0,0.0,0.0,916.0,916.0,916,684,0,1600,0.0,0.0,2,1,3,1,7,1,1997.0,2.0,460.0,100,38,0,0,0,0,0,8,2007,12.037653993905211
1136,30,60.0,6180,6,5,1926,1950,0.0,0.0,0.0,960.0,960.0,986,0,0,986,0.0,0.0,1,0,2,1,5,1,1926.0,1.0,180.0,0,128,0,0,0,0,0,5,2007,11.532728092266408
1137,50,80.0,9600,6,5,1950,1950,0.0,280.0,0.0,752.0,1032.0,1032,220,0,1252,0.0,0.0,1,0,3,1,6,0,1950.0,1.0,288.0,0,0,96,0,0,0,0,4,2008,11.686878772093667
1138,50,54.0,6342,5,8,1875,1996,0.0,0.0,0.0,780.0,780.0,780,240,0,1020,0.0,0.0,1,0,2,1,6,0,1978.5061638868744,0.0,0.0,0,0,176,0,0,0,0,5,2010,11.451050061252142
1139,20,70.04995836802665,9819,6,5,1977,1977,0.0,1567.0,0.0,0.0,1567.0,1567,0,0,1567,1.0,0.0,2,0,2,1,5,2,1977.0,2.0,714.0,264,32,0,0,0,0,0,5,2009,12.185869938212655
1140,30,98.0,8731,5,5,1920,1950,0.0,645.0,0.0,270.0,915.0,1167,0,0,1167,0.0,0.0,1,0,3,1,6,1,1972.0,2.0,495.0,0,0,216,0,126,0,0,5,2007,11.877568578558138
1141,20,60.0,7350,5,7,1951,1951,0.0,852.0,0.0,100.0,952.0,952,0,0,952,1.0,0.0,1,0,2,1,4,0,1988.0,2.0,840.0,0,0,0,0,0,0,0,6,2008,11.842229212112828
1142,60,70.04995836802665,10304,5,7,1976,1976,44.0,381.0,0.0,399.0,780.0,1088,780,0,1868,1.0,0.0,2,1,4,1,9,1,1976.0,2.0,484.0,448,96,0,0,0,0,0,10,2009,12.193493863323313
1143,60,77.0,9965,8,5,2006,2007,340.0,1150.0,0.0,316.0,1466.0,1466,1362,0,2828,1.0,0.0,3,0,4,1,11,1,2006.0,3.0,1052.0,125,144,0,0,0,0,0,4,2007,12.959538518762063
1144,20,70.04995836802665,9000,5,3,1959,1959,0.0,288.0,0.0,718.0,1006.0,1006,0,0,1006,0.0,0.0,1,0,3,1,5,0,1978.5061638868744,0.0,0.0,0,24,0,0,0,0,0,7,2008,11.289781913656018
1145,190,60.0,12180,4,4,1941,1950,0.0,348.0,0.0,324.0,672.0,672,252,0,924,1.0,0.0,1,0,2,1,5,0,1941.0,1.0,280.0,0,0,0,0,0,0,0,7,2010,11.289781913656018
1146,50,52.0,6240,5,6,1928,1950,0.0,0.0,0.0,1042.0,1042.0,1042,534,0,1576,0.0,0.0,1,0,3,1,8,1,1928.0,1.0,225.0,0,0,0,0,0,0,0,8,2006,11.911701584927597
1147,20,70.04995836802665,11200,6,5,1985,1985,85.0,1258.0,0.0,40.0,1298.0,1298,0,0,1298,1.0,0.0,2,0,3,1,5,1,1985.0,2.0,403.0,165,26,0,0,0,0,0,5,2006,12.100712129872347
1148,70,75.0,12000,7,7,1941,1950,0.0,275.0,0.0,429.0,704.0,860,704,0,1564,0.0,0.0,1,1,3,1,7,1,1941.0,1.0,234.0,0,0,0,0,0,0,0,7,2009,12.069680020624618
1149,50,70.04995836802665,5700,7,7,1926,1950,0.0,0.0,0.0,572.0,572.0,572,539,0,1111,0.0,0.0,1,0,2,1,5,1,1982.0,1.0,288.0,0,0,176,0,0,0,0,8,2008,11.66907414746016
1150,70,50.0,9000,7,9,1920,1988,0.0,624.0,0.0,26.0,650.0,832,650,0,1482,0.0,1.0,1,0,3,1,7,0,1930.0,2.0,324.0,0,0,0,0,0,0,0,7,2009,11.870599909242044
1151,20,57.0,8280,6,5,1950,1950,0.0,0.0,0.0,932.0,932.0,932,0,0,932,0.0,0.0,1,0,2,1,4,1,1950.0,1.0,306.0,0,0,214,0,0,0,0,11,2007,11.728036844587175
1152,20,134.0,17755,5,4,1959,1959,132.0,176.0,0.0,1290.0,1466.0,1466,0,0,1466,0.0,0.0,1,1,3,1,6,2,1959.0,2.0,528.0,0,140,0,0,100,0,0,11,2006,11.917723684090689
1153,20,90.0,14115,6,7,1956,2004,0.0,296.0,547.0,230.0,1073.0,1811,0,0,1811,0.0,0.0,1,0,2,1,6,1,1956.0,2.0,470.0,0,0,280,0,0,0,0,7,2006,12.345834587905333
1154,30,70.04995836802665,5890,6,8,1930,2007,0.0,538.0,0.0,278.0,816.0,816,0,0,816,0.0,0.0,1,0,2,1,5,0,2002.0,1.0,432.0,0,0,96,0,0,0,0,6,2008,11.699405031912846
1155,60,70.04995836802665,13700,7,6,1965,1988,288.0,454.0,0.0,410.0,864.0,902,918,0,1820,0.0,0.0,1,2,4,1,8,2,1965.0,2.0,492.0,60,84,0,0,273,0,0,5,2008,12.215032386901646
1156,20,90.0,10768,5,8,1976,2004,0.0,1157.0,0.0,280.0,1437.0,1437,0,0,1437,1.0,0.0,2,0,3,1,6,1,1976.0,2.0,528.0,0,21,0,0,180,0,0,7,2007,12.292250341771226
1157,80,85.0,9350,5,8,1965,1999,0.0,633.0,0.0,586.0,1219.0,1265,0,0,1265,0.0,1.0,2,0,3,1,6,1,1965.0,2.0,502.0,0,92,0,96,0,0,0,10,2008,12.100156419938624
1158,120,34.0,5001,7,5,2007,2008,166.0,904.0,0.0,410.0,1314.0,1314,0,0,1314,1.0,0.0,2,0,2,1,6,1,2008.0,2.0,626.0,172,62,0,0,0,0,0,7,2009,12.345834587905333
1159,20,92.0,11932,8,5,2007,2008,186.0,0.0,0.0,1580.0,1580.0,1580,0,0,1580,0.0,0.0,2,0,3,1,7,0,2008.0,3.0,830.0,0,24,0,0,0,0,0,6,2008,12.367885325692589
1160,60,76.0,9120,6,6,1974,1974,270.0,442.0,0.0,459.0,901.0,943,933,0,1876,0.0,0.0,2,1,4,1,8,1,1974.0,2.0,540.0,0,69,0,0,0,0,0,7,2008,12.128111104060462
1161,160,24.0,2280,6,5,1978,1978,0.0,311.0,0.0,544.0,855.0,855,601,0,1456,0.0,0.0,2,1,3,1,7,1,1978.0,2.0,440.0,26,0,0,0,0,0,0,7,2010,11.891361900690473
1162,20,70.04995836802665,14778,6,7,1954,2006,72.0,728.0,0.0,568.0,1296.0,1640,0,0,1640,1.0,0.0,1,0,3,1,7,1,1993.0,2.0,924.0,108,0,0,216,0,0,0,11,2008,12.319401330837177
1163,20,109.0,8724,5,5,1968,1968,0.0,492.0,0.0,402.0,894.0,894,0,0,894,0.0,0.0,1,0,3,1,5,1,1968.0,2.0,450.0,0,0,0,0,0,0,0,5,2007,11.76756768334381
1164,90,60.0,12900,4,4,1969,1969,0.0,1198.0,0.0,0.0,1198.0,1258,0,0,1258,2.0,0.0,0,2,0,2,6,0,1969.0,2.0,400.0,120,0,0,0,0,0,0,1,2008,11.598726943661342
1165,80,70.04995836802665,16157,5,7,1978,1978,0.0,680.0,391.0,289.0,1360.0,1432,0,0,1432,1.0,0.0,1,1,2,1,5,1,1978.0,2.0,588.0,168,180,0,0,0,0,0,6,2007,12.175613438045465
1166,20,79.0,9541,7,5,2009,2009,268.0,0.0,0.0,1502.0,1502.0,1502,0,0,1502,0.0,0.0,2,0,3,1,7,0,2009.0,2.0,644.0,0,114,0,0,0,0,0,9,2009,12.359523080243038
1167,20,64.0,10475,8,5,2008,2008,72.0,0.0,0.0,1694.0,1694.0,1694,0,0,1694,0.0,0.0,2,0,3,1,7,0,2008.0,3.0,776.0,160,33,0,0,0,0,0,2,2010,12.41044104151805
1168,60,58.0,10852,6,5,2000,2000,0.0,786.0,0.0,173.0,959.0,959,712,0,1671,1.0,0.0,2,1,3,1,7,1,2000.0,2.0,472.0,0,38,0,0,0,0,0,2,2006,12.061046873479915
1169,70,120.0,13728,6,7,1935,1986,0.0,626.0,0.0,501.0,1127.0,1236,872,0,2108,0.0,0.0,2,0,4,1,7,2,1935.0,2.0,540.0,0,0,0,0,90,0,0,7,2008,12.367340793126296
1170,60,118.0,35760,10,5,1995,1996,1378.0,1387.0,0.0,543.0,1930.0,1831,1796,0,3627,1.0,0.0,3,1,4,1,10,1,1995.0,3.0,807.0,361,76,0,0,0,0,0,7,2006,13.345506928718539
1171,80,76.0,9880,6,6,1977,1977,0.0,522.0,0.0,574.0,1096.0,1118,0,0,1118,1.0,0.0,1,0,3,1,6,1,1977.0,1.0,358.0,203,0,0,0,0,576,0,7,2008,12.049418835484797
1172,20,76.0,9120,6,6,1958,1958,0.0,662.0,0.0,599.0,1261.0,1261,0,0,1261,1.0,0.0,1,0,3,1,6,1,1958.0,2.0,433.0,0,0,0,0,288,0,1400,11,2008,12.0015054797889
1173,160,35.0,4017,7,5,2006,2007,0.0,0.0,0.0,625.0,625.0,625,625,0,1250,0.0,0.0,2,1,2,1,5,0,2006.0,2.0,625.0,0,54,0,0,0,0,0,3,2008,12.05466819137094
1174,50,138.0,18030,5,6,1946,1994,0.0,152.0,469.0,977.0,1598.0,1636,971,479,3086,0.0,0.0,3,0,3,1,12,1,1978.5061638868744,0.0,0.0,122,0,0,0,0,0,0,3,2007,12.20856952572876
1175,70,80.0,16560,6,8,1932,1950,0.0,503.0,0.0,449.0,952.0,1170,1175,0,2345,0.0,0.0,2,1,4,1,9,1,1932.0,2.0,360.0,0,0,0,0,0,0,0,7,2006,12.384218830913648
1176,50,85.0,10678,8,5,1992,2000,337.0,700.0,0.0,983.0,1683.0,2129,743,0,2872,0.0,0.0,2,1,4,1,9,1,1992.0,2.0,541.0,0,33,0,0,0,0,0,4,2007,12.560244459250788
1177,20,37.0,6951,5,5,1984,1985,0.0,658.0,0.0,218.0,876.0,923,0,0,923,1.0,0.0,1,0,3,1,5,0,1984.0,1.0,264.0,362,0,0,0,0,0,0,10,2008,11.691071650353702
1178,50,70.04995836802665,3950,6,8,1926,2004,0.0,468.0,0.0,350.0,818.0,818,406,0,1224,0.0,0.0,1,0,3,1,5,0,1926.0,1.0,210.0,0,0,116,0,0,0,0,12,2009,11.652687407345388
1179,50,54.0,7681,5,6,1921,1950,0.0,0.0,0.0,731.0,731.0,820,523,0,1343,0.0,0.0,1,1,3,1,7,1,1921.0,1.0,186.0,192,0,102,0,0,0,0,7,2009,11.95053502640496
1180,20,77.0,8335,5,5,1954,1954,0.0,0.0,0.0,0.0,0.0,1124,0,0,1124,0.0,0.0,1,0,3,1,5,1,1978.5061638868744,0.0,0.0,0,36,190,0,0,0,0,4,2006,11.440354772135393
1181,60,70.04995836802665,11170,7,5,1990,1991,0.0,1216.0,0.0,0.0,1216.0,1298,1216,0,2514,0.0,0.0,2,1,4,1,8,0,1990.0,2.0,693.0,0,0,0,0,0,0,0,4,2006,12.429216196844383
1182,120,64.0,5587,8,5,2008,2008,186.0,1480.0,0.0,120.0,1600.0,1652,0,0,1652,1.0,1.0,2,0,2,1,5,1,2008.0,2.0,482.0,162,53,0,153,0,0,0,11,2008,12.8802918162046
1183,60,160.0,15623,10,5,1996,1996,0.0,2096.0,0.0,300.0,2396.0,2411,2065,0,4476,1.0,0.0,3,1,4,1,10,2,1996.0,3.0,813.0,171,78,0,0,0,555,0,7,2007,13.521139497361697
1184,30,60.0,10800,5,6,1920,1950,0.0,821.0,0.0,299.0,1120.0,1130,0,0,1130,1.0,0.0,1,0,2,1,5,1,1970.0,2.0,720.0,229,0,0,0,0,0,0,6,2006,11.695247021764184
1185,20,50.0,35133,5,4,1963,1963,226.0,1159.0,0.0,413.0,1572.0,1572,0,0,1572,1.0,0.0,1,1,3,1,5,2,1963.0,3.0,995.0,0,263,0,0,263,0,0,5,2007,12.137258329529814
1186,50,60.0,9738,5,7,1924,1950,0.0,392.0,0.0,392.0,784.0,949,272,0,1221,1.0,0.0,1,0,4,1,7,0,1965.0,1.0,392.0,0,0,236,0,0,0,0,3,2006,11.560762794384388
1187,190,107.0,10615,3,5,1900,1970,0.0,440.0,0.0,538.0,978.0,1014,685,0,1699,1.0,0.0,2,0,3,2,7,0,1920.0,2.0,420.0,0,74,0,0,0,0,0,8,2009,11.461632170582678
1188,20,89.0,12461,8,5,1994,1995,0.0,1456.0,0.0,168.0,1624.0,1624,0,0,1624,1.0,0.0,2,0,2,1,5,1,1994.0,3.0,757.0,0,114,192,0,0,0,0,7,2006,12.476099782743233
1189,60,68.0,8935,7,5,2002,2002,95.0,0.0,0.0,831.0,831.0,831,829,0,1660,0.0,0.0,2,1,3,1,7,0,2002.0,2.0,493.0,144,68,0,0,0,0,0,7,2009,12.180754837545884
1190,60,60.0,7500,7,5,1999,1999,0.0,0.0,0.0,994.0,994.0,1028,776,0,1804,0.0,0.0,2,1,3,1,7,1,1999.0,2.0,442.0,140,60,0,0,0,0,0,6,2010,12.14950229404178
1191,190,70.04995836802665,32463,4,4,1961,1975,149.0,1159.0,0.0,90.0,1249.0,1622,0,0,1622,1.0,0.0,1,0,3,1,7,1,1975.0,4.0,1356.0,439,0,0,0,0,0,0,3,2007,12.031719258385396
1192,160,24.0,2645,8,5,1999,2000,456.0,0.0,0.0,776.0,776.0,764,677,0,1441,0.0,0.0,2,1,2,1,5,0,1999.0,2.0,492.0,206,0,0,0,0,0,0,11,2007,12.066810578196666
1193,50,60.0,9600,5,8,1925,1994,0.0,0.0,0.0,702.0,702.0,842,630,0,1472,0.0,0.0,1,0,3,1,6,0,1925.0,1.0,250.0,0,0,84,0,0,0,0,7,2007,11.736069016284437
1194,120,70.04995836802665,4500,6,5,1999,1999,425.0,883.0,0.0,341.0,1224.0,1224,0,0,1224,1.0,0.0,2,0,2,1,5,0,1999.0,2.0,402.0,0,304,0,0,0,0,0,6,2009,12.013700752882718
1195,60,80.0,9364,6,7,1969,1969,143.0,371.0,0.0,292.0,663.0,663,689,0,1352,0.0,0.0,1,1,4,1,7,0,1969.0,1.0,299.0,379,36,0,0,0,0,0,3,2010,11.970350312009105
1196,60,51.0,8029,6,5,2005,2005,0.0,0.0,0.0,728.0,728.0,728,728,0,1456,0.0,0.0,2,1,3,1,8,0,2005.0,2.0,400.0,100,24,0,0,0,0,0,7,2008,12.078239274020289
1197,60,58.0,14054,7,5,2006,2006,0.0,0.0,0.0,879.0,879.0,879,984,0,1863,0.0,0.0,2,1,4,1,9,1,2006.0,3.0,660.0,100,17,0,0,0,0,0,11,2006,12.297785453453374
1198,75,65.0,8850,7,6,1916,1950,0.0,0.0,0.0,815.0,815.0,815,875,0,1690,0.0,0.0,1,0,3,1,7,1,1916.0,1.0,225.0,0,0,330,0,0,0,0,7,2006,11.877568578558138
1199,20,70.0,9100,7,5,2001,2001,0.0,0.0,0.0,1212.0,1212.0,1212,0,0,1212,0.0,0.0,2,0,3,1,6,0,2001.0,2.0,573.0,356,0,0,0,0,0,0,6,2009,12.089538829274222
1200,20,75.0,11235,4,5,1963,1979,51.0,547.0,0.0,504.0,1051.0,1382,0,0,1382,0.0,0.0,1,1,3,1,6,1,1974.0,2.0,459.0,0,82,0,0,0,0,0,10,2006,11.904967552746252
1201,20,71.0,9353,4,5,1970,1970,0.0,0.0,0.0,864.0,864.0,864,0,0,864,0.0,0.0,1,0,3,1,5,0,1972.0,1.0,280.0,0,0,0,0,0,0,0,7,2006,11.661776411702583
1202,60,80.0,10400,7,5,1998,1998,0.0,0.0,0.0,866.0,866.0,866,913,0,1779,0.0,0.0,2,1,3,1,6,0,1998.0,2.0,546.0,198,36,0,0,0,0,0,3,2009,12.195517131590657
1203,50,50.0,6000,5,8,1925,1997,0.0,0.0,0.0,884.0,884.0,884,464,0,1348,1.0,0.0,1,0,3,1,5,1,1960.0,1.0,216.0,0,0,208,0,0,0,0,5,2009,11.669929213779893
1204,20,75.0,9750,7,5,2000,2001,171.0,0.0,0.0,1630.0,1630.0,1630,0,0,1630,0.0,0.0,2,0,3,1,6,1,2000.0,2.0,451.0,74,234,0,0,0,0,0,10,2009,12.269047444691562
1205,20,78.0,10140,5,6,1975,1975,0.0,788.0,0.0,268.0,1056.0,1074,0,0,1074,1.0,0.0,1,1,3,1,6,0,1975.0,2.0,495.0,0,88,0,0,0,0,0,7,2006,11.941455846009388
1206,20,90.0,14684,7,7,1990,1991,234.0,485.0,177.0,1496.0,2158.0,2196,0,0,2196,0.0,0.0,2,0,3,1,7,1,1990.0,3.0,701.0,84,70,0,0,0,0,0,6,2009,12.513189630620563
1207,20,70.04995836802665,8900,4,4,1966,1966,0.0,1056.0,0.0,0.0,1056.0,1056,0,0,1056,1.0,0.0,1,0,2,1,5,0,1966.0,1.0,384.0,0,42,0,0,0,0,0,11,2006,11.580584113444043
1208,20,70.0,9135,6,5,2003,2003,120.0,340.0,0.0,1342.0,1682.0,1700,0,0,1700,1.0,0.0,2,0,3,1,7,0,2003.0,2.0,544.0,192,23,0,0,0,0,0,5,2006,12.206072645530174
1209,20,70.0,7763,5,7,1962,1980,0.0,504.0,108.0,319.0,931.0,1283,0,0,1283,1.0,0.0,1,0,3,1,6,0,1980.0,2.0,506.0,0,0,0,0,0,0,0,10,2008,11.84939770159144
1210,20,85.0,10182,8,5,2006,2006,420.0,1220.0,0.0,440.0,1660.0,1660,0,0,1660,1.0,0.0,2,0,3,1,8,1,2006.0,2.0,500.0,322,50,0,0,0,0,0,5,2006,12.577636201962656
1211,60,70.0,11218,6,5,1992,1992,0.0,0.0,0.0,1055.0,1055.0,1055,790,0,1845,0.0,0.0,2,1,3,1,8,1,1992.0,2.0,462.0,635,104,0,0,0,0,400,5,2010,12.14950229404178
1212,50,152.0,12134,8,7,1988,2005,0.0,427.0,0.0,132.0,559.0,1080,672,0,1752,0.0,0.0,2,0,4,1,8,0,1988.0,2.0,492.0,325,12,0,0,0,0,0,6,2010,12.007621706806335
1213,30,50.0,9340,4,6,1941,1950,0.0,344.0,0.0,328.0,672.0,672,0,0,672,1.0,0.0,1,0,2,1,4,0,1941.0,1.0,234.0,0,113,0,0,0,0,0,8,2009,11.635143097694478
1214,80,70.04995836802665,10246,4,9,1965,2001,0.0,648.0,0.0,0.0,648.0,960,0,0,960,1.0,1.0,0,0,0,1,3,0,1965.0,1.0,364.0,88,0,0,0,0,0,0,5,2006,11.884489021402711
1215,85,69.0,10205,5,5,1962,1962,0.0,784.0,0.0,141.0,925.0,999,0,0,999,1.0,0.0,1,0,3,1,6,0,1962.0,1.0,300.0,150,72,0,0,0,0,0,5,2006,11.809319478024031
1216,20,99.0,7094,5,5,1966,1966,0.0,180.0,374.0,340.0,894.0,894,0,0,894,0.0,0.0,1,0,3,1,5,0,1966.0,1.0,384.0,0,0,0,0,0,0,0,5,2007,11.736069016284437
1217,90,68.0,8930,6,5,1978,1978,0.0,0.0,0.0,0.0,0.0,1318,584,0,1902,0.0,0.0,2,0,4,2,8,0,1978.0,2.0,539.0,0,0,0,0,0,0,0,4,2010,11.626254150277232
1218,20,72.0,8640,8,5,2009,2009,72.0,936.0,0.0,364.0,1300.0,1314,0,0,1314,1.0,0.0,2,0,3,1,6,0,2009.0,2.0,552.0,135,112,0,0,0,0,0,9,2009,12.343466568968994
1219,50,52.0,6240,4,5,1947,1950,0.0,0.0,0.0,0.0,0.0,672,240,0,912,0.0,0.0,1,0,2,1,3,0,1978.5061638868744,0.0,0.0,0,0,0,0,0,0,0,7,2006,11.296012463406655
1220,160,21.0,1680,6,5,1971,1971,236.0,0.0,0.0,672.0,672.0,672,546,0,1218,0.0,0.0,1,1,3,1,7,0,1978.5061638868744,0.0,0.0,201,0,0,0,0,0,0,4,2006,11.424094251263613
1221,20,66.0,7800,5,5,1964,1964,0.0,312.0,600.0,0.0,912.0,912,0,0,912,0.0,0.0,1,0,2,1,5,0,1964.0,1.0,288.0,0,0,0,0,0,0,0,11,2006,11.652687407345388
1222,20,55.0,8250,5,5,1968,1968,0.0,250.0,492.0,210.0,952.0,1211,0,0,1211,0.0,0.0,1,0,3,1,5,1,1968.0,1.0,322.0,0,63,0,0,0,0,0,8,2008,11.805595078933049
1223,50,78.0,10496,6,6,1949,1950,320.0,196.0,0.0,844.0,1040.0,1168,678,0,1846,0.0,0.0,2,0,3,1,7,1,1949.0,1.0,315.0,0,0,0,0,0,0,0,1,2007,11.870599909242044
1224,20,89.0,10680,5,3,1951,1951,44.0,756.0,0.0,1380.0,2136.0,2136,0,0,2136,0.0,0.0,2,0,4,1,7,0,1951.0,2.0,528.0,0,30,0,0,0,0,0,10,2006,11.834284063781393
1225,60,60.0,15384,7,5,2004,2005,0.0,724.0,0.0,64.0,788.0,788,702,0,1490,1.0,0.0,2,1,3,1,8,1,2004.0,2.0,388.0,100,75,0,0,0,0,0,2,2008,12.122691036591123
1226,80,65.0,10482,6,8,1958,1958,63.0,507.0,0.0,81.0,588.0,1138,0,0,1138,0.0,1.0,1,0,3,1,6,0,1958.0,1.0,264.0,224,0,0,0,0,0,0,6,2007,11.884489021402711
1227,60,86.0,14598,6,5,2007,2007,74.0,0.0,0.0,894.0,894.0,894,1039,0,1933,0.0,0.0,2,1,4,1,9,1,2007.0,3.0,668.0,100,18,0,0,0,0,0,1,2008,12.273731294003989
1228,20,72.0,8872,5,8,1965,2008,300.0,595.0,0.0,317.0,912.0,912,0,0,912,1.0,0.0,1,0,2,1,5,0,1992.0,2.0,576.0,0,240,0,0,0,0,0,12,2008,11.898187865760873
1229,120,65.0,8769,9,5,2008,2008,766.0,1540.0,0.0,162.0,1702.0,1702,0,0,1702,1.0,0.0,1,1,1,1,7,1,2008.0,3.0,1052.0,0,72,0,0,224,0,0,10,2008,12.813917896253697
1230,80,70.0,7910,5,5,1960,1960,0.0,666.0,0.0,409.0,1075.0,1507,0,0,1507,0.0,0.0,2,0,4,1,7,0,1960.0,1.0,404.0,0,0,0,0,0,0,0,8,2008,11.751942365440728
1231,90,70.04995836802665,18890,5,5,1977,1977,1.0,498.0,211.0,652.0,1361.0,1361,1259,0,2620,0.0,0.0,2,2,4,2,12,1,1977.0,2.0,600.0,155,24,145,0,0,0,8300,8,2007,12.154779351142624
1232,90,70.0,7728,5,6,1962,1962,120.0,803.0,0.0,303.0,1106.0,1190,0,0,1190,1.0,0.0,1,0,3,1,6,0,1962.0,2.0,540.0,0,18,0,0,0,0,0,5,2006,11.794337924408413
1233,90,70.0,9842,4,5,1962,1962,0.0,0.0,0.0,0.0,0.0,1224,0,0,1224,0.0,0.0,2,0,2,2,6,0,1962.0,2.0,462.0,0,0,0,0,0,0,0,3,2007,11.53076538309856
1234,20,70.04995836802665,12160,5,5,1959,1959,180.0,1000.0,0.0,188.0,1188.0,1188,0,0,1188,1.0,0.0,1,0,3,1,6,0,1959.0,2.0,531.0,0,0,0,0,0,0,0,5,2010,11.863582336583399
1235,70,55.0,8525,5,6,1911,1950,0.0,0.0,0.0,940.0,940.0,1024,940,0,1964,0.0,0.0,1,1,4,1,7,0,1978.5061638868744,0.0,0.0,0,192,0,0,0,0,0,11,2008,11.77528972943772
1236,70,96.0,13132,5,5,1914,1950,0.0,0.0,0.0,747.0,747.0,892,892,0,1784,0.0,0.0,1,1,4,1,9,0,1914.0,1.0,180.0,203,40,0,0,0,0,0,7,2006,11.841415931849784
1237,160,36.0,2628,7,5,2003,2003,106.0,0.0,0.0,764.0,764.0,764,862,0,1626,0.0,0.0,2,1,2,1,6,0,2003.0,2.0,474.0,0,27,0,0,0,0,0,6,2010,12.075394321888057
1238,60,41.0,12393,7,5,2004,2005,0.0,0.0,0.0,847.0,847.0,847,1101,0,1948,0.0,0.0,2,1,4,1,8,1,2004.0,2.0,434.0,100,48,0,0,0,0,0,9,2006,12.180754837545884
1239,20,63.0,13072,6,5,2005,2005,0.0,0.0,0.0,1141.0,1141.0,1141,0,0,1141,0.0,0.0,1,1,3,1,6,0,2005.0,2.0,484.0,0,0,0,0,0,0,0,3,2006,11.867097278690842
1240,20,64.0,9037,8,5,2006,2006,32.0,428.0,0.0,1048.0,1476.0,1484,0,0,1484,0.0,0.0,2,0,2,1,6,1,2006.0,2.0,472.0,120,33,0,0,0,0,0,12,2007,12.490875577231112
1241,60,65.0,8158,7,5,2003,2003,252.0,550.0,0.0,334.0,884.0,884,884,0,1768,1.0,0.0,2,1,3,1,8,0,2003.0,2.0,543.0,0,63,0,0,0,0,0,7,2008,12.323411137947407
1242,20,83.0,9849,7,6,2007,2007,0.0,0.0,0.0,1689.0,1689.0,1689,0,0,1689,0.0,0.0,2,0,3,1,7,0,2007.0,3.0,954.0,0,56,0,0,0,0,0,6,2007,12.422505731952896
